job_name,company_name,salary_low,salary_high,location,experience,education,company_size,industry,description,salary_mid,skill_Python,skill_SQL,skill_Excel,skill_Pandas,skill_NumPy,skill_Tableau,skill_PowerBI,skill_机器学习,skill_数据挖掘,skill_爬虫,skill_Spark,skill_Hadoop,skill_统计分析,skill_可视化,skill_A/B测试,skill_MySQL,skill_Hive,skill_ETL,skill_数据仓库,skill_FineBI
量化交易员-python,某基金公司,20.0,30.0,上海,经验不限,本科,20-99人,基金,"程序化交易//Python 接受优秀应届生~岗位为程序化交易运维监控岗位，要求熟悉python，有一定的开发经验，需要踏实做事的人选噢
【岗位职责】
1. 公司业务相关的股票、期货、期权交易的日常策略程序化交易运维
2.盘后交易分析(PTA)，参数调整优化；
3. 研究新品种，新机会，回测模型参数，实盘交易测试；有机会参与公司新策略开发；
4. 量化交易平台持续自动化维护；
5. 管理broker。
【岗位要求】
1. 国内外重点院校本科或以上学历，计算机、数学、电子、自动化、金融工程等相关专业；
2. 熟悉Linux环境，Python/Maltab/R/C++；
3. 逻辑分析能力强，具备良好的数据结构和算法基础，有良好的编程风格；
4. 快速学习能力强，沟通能力强，吃苦耐劳；
5. 有相关量化工作经验，熟悉期货、股票市场者优先。",25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python Web开发工程师,鸿帆网络,13.0,20.0,徐汇区,3-5年,本科,20-99人,大数据,"python//PostgreSQL//Redis//cicd//docker//fastapi//git//Docker//微服务经验//Django//MySQL//运维开发经验//Linux开发/部署经验//Python//Flask//Kubernetes 职位描述：
负责基于 Python 的 Web 应用开发与维护，包括后端 API 设计、数据库优化、缓存和调度系统构建、容器化部署、CI/CD 流水线搭建及优化。参与需求评审、技术方案设计和代码审查，推动高质量交付。
职位要求：
 1. Python Web 开发经验：精通 FastAPI，熟悉 Python 语言特性与虚拟环境管理（venv/pipenv/uv）。
 2. 数据库与缓存：熟练使用 SQL(PostgreSQL), ORM(sqlalchemy)和 NoSQL（MongoDB/Elasticsearch 等）；具备数据库设计与性能优化经验；熟悉 Redis 缓存。
 3. 数据调度与工作流：有 Airflow 实际项目经验。
 4. 前后端接口设计：熟悉 RESTful API 规范，具备清晰 API 文档编写能力。
 5. 容器化与运维：熟练使用 Docker 部署应用，了解 Kubernetes 优先；能配置 Nginx 反向代理、负载均衡及基础网络安全策略。
 6. 版本控制与协作：精通 Git，熟悉 GitFlow / GitHub Flow / GitLab Flow 工作流。
 7. CI/CD 实践：熟练使用 Jenkins、GitLab CI/CD、GitHub Actions 等工具，能搭建自动化构建、测试、部署流水线；熟悉自动化测试（pytest）、代码质量检查（Flake8、Pylint、Black）、安全扫描（Bandit、Snyk、Trivy）。
 8. AI 辅助开发：有使用 
vibe Code 等 AI 辅助编程经验，能提升代码生产效率和质量。
 9. 加分项：
 • 有 IaC（Terraform/Ansible）经验
 • 熟悉异步编程（asyncio）
 • 有安全左移（SAST、DAST）实践经验
 • 了解防火墙配置、安全监控和防御机制
 10. 综合能力：良好的沟通、文档编写能力；具备抗压能力与快速学习能力；有良好的团队协作精神。
关键词
Python、FastAPI、Django、Flask、Redis、PostgreSQL、MySQL、Airflow、Docker、Kubernetes、Git、GitFlow、GitHub Actions、Jenkins、GitLab CI、CI/CD、pytest、DevOps、Nginx、AI 编程、GitHub Copilot、Claude Code",16.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
大模型平台开发、Python,微创软件,17.0,18.0,浦东新区,1-3年,本科,10000人以上,计算机软件,"MySQL//Python//Kubernetes//Flask 岗位关键词:Flask、Gevent、Gunicorn
工作职责:负责千帆 Appbuilder 平台后端服务的开发，支撑相关需求高效迭代
1.负责千帆 Appbuilder 平台后端服务的开发，支撑相关需求高效迭代；
2.创建和更新技术文档、培训材料和常见问题解答（FAQ）以供用户参考。
3. 负责大模型数据飞轮相关工作，包括技术调研、专利撰写、数据回流、数据标注、数据管理等.
4. 持大模型在实际业务场景中的应用落地和自动化迭代，协助算法将模型落地到客户的业务场景中。
5.收集客户反馈和建议，向研发团队提供产品改进的有益信息。
6.协助业务减少线上问题数量，优化研发工具提升线上问题定位效率。
能力要求描述
1.熟练掌握 Python 编程语言，熟悉 flask/gunicorn/gevent，具备良好的编码习惯和常用设计模式的理解。
2.熟悉Docker、Kubernetes相关生态和工具者优先，有 Go/Java 使用经验者优先。
3.了解大模型应用开发和迭代者优先，有大模型数据飞轮流程实践经验者优先.
4. 具备良好的沟通以及团队合作能力，拥有较强的学习意愿和能力，能够快速掌握工作所需的知识和技能.
5.具备良好的客户服务意识，能够高效处理紧急情况。
004",17.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
对日python人员,上海网擎,17.0,30.0,杨浦区,3-5年,本科,0-20人,计算机软件,"Python//Java//C++//Django//Docker//PyTorch//MySQL//Redis//Oracle 对日软件开发项目
大学本科以上毕业
3年以上对日软件设计及开发的工作经验
能用日语与客户作基本沟通
熟悉Python",23.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Python（上海.外包）,顺丰同城科技,13.0,22.0,虹口区,经验不限,本科,100-499人,生活服务(O2O),"MySQL//其他//Python Python开发工程师
职位详情
• 标签：Fastapi、Django、MySQL、Redis、Python、Flask、架构设计经验
• 职位描述：
	1. 根据需求，参与产品和项目的开发工作；
	2. 根据实际产品需求，进行需求分析，数据库设计，接口开发与联调；
	3. 根据需求，进行算法工程化封装，部署，对接；
	4. 对已有系统进行功能，性能优化。
• 职位要求：
	1. 计算机或相关专业本科或以上学历；
	2. 熟练掌握Python、Golang、C++ 至少1种，具有扎实的计算机基础和编程能力；
	3. 精通数据结构和算法，有很好的面向对象分析和设计能力，精通常用设计模式和主流设计工具；
	4. 至少熟悉一种常见的数据库，例如MySQL、PG等；
	5. 具备解决问题和协作的能力，具有较强的沟通和团队合作能力。",17.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
python高级开发工程师,上海小阔科技,8.0,12.0,上海,1-3年,本科,0-20人,计算机软件,"微服务经验//Django//MySQL//架构设计经验//Linux开发/部署经验//Python//Flask Python高级开发工程师岗位职责和任职要求
岗位职责：
1. 负责Python项目0-1的开发和维护，保证项目的高效稳定运行；
2. 负责Python框架的技术选型、开发、维护，实现项目的快速开发和迭代；
3. 负责MySQL数据库的设计和优化，保证数据的高效存储和查询；
4. 负责开发数据统计BI相关需求；
5. 配合团队成员上线部署开发项目
任职要求：
1. 熟练掌握Python编程语言，具有1年以上Python开发经验；
2. 熟悉Django、FastApi、Flask框架中的至少一种，熟悉Web后端架构，熟悉VUE
3.熟悉superset等数据统计项目
4.熟悉Linux系统，具有相关项目部署和维护经验优先；
5. 有梦想，善于沟通，敢于接受挑战",10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
python大模型,上海字蒙信息科技,15.0,20.0,浦东新区,3-5年,本科,0-20人,企业服务," 1. 参与大模型赋能金融业务项目研发的全流程工作，完成提质增效应用上线；
2. 持续跟踪与探索前沿技术，实现关键技术或效果的突破，落地部署领先的智能化金融应用，有相关专利和论文者优先；
3. 推进模型量化、模型推理加速、分布式训练等工程化内容，在大模型方向的数据集建设、AIGC平台架构构建、原型设计、高效稳定部署能够持续迭代优化； 
4. 与团队协同完成金融科技项目中关于AIGC应用的需求分析、方案设计、原型开发、部署上线等工作。
任职要求：
1. 有三年及以上工作经验，本科及以上学历，金融、计算机科学、统计学、数学等相关专业优先；
2. 有大模型应用平台研发、问答与话术生成类应用、模型调优、高可用部署经验者优先考虑；
3. 具备扎实的Python开发功底，熟练掌握Tensorflow、Pytorch等主流深度学习框架；
4. 良好的逻辑思维能力和问题解决能力，能够独立或合作完成研究任务，良好的沟通协调能力和团队协作精神；
5. 具备良好的职业道德与专业素质，无违法违纪记录",17.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python,浙江徽创信息技术有限,10.0,15.0,长宁区,3-5年,大专,100-499人,计算机软件," 岗位职责：
1. 设计和实现基于Java和Python的软件开发项目；
2. 优化现有的Java和Python应用程序以提高性能；
3. 协作团队开发，确保代码质量和项目进度；
4. 解决开发过程中的技术问题和挑战；
5. 参与代码审查，单元测试和集成测试。
任职要求：
1. 精通Java和Python编程语言；
2. 具备良好的软件工程知识，熟悉软件开发生命周期；
3. 能够独立解决技术难题；
4. 良好的团队合作精神和沟通技巧；
5. 对新技术有持续学习的意愿和能力。",12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python开发（人工智能应用）,湓江科技,10.0,13.0,闵行区,1-3年,大专,0-20人,计算机服务,"Django//运维开发经验//Python//Flask 工作职责：
1. 负责公司产品的前后端开发，能开发前端网页；
2. 能短时出差，开展现场系统调试与验收。
3. 能适应加班。
任职要求：
1. 熟练掌握Web前端开发技能（HTML、CSS、Javascript）；
2. 熟练掌握VUE、React等框架，具备实际项目开发经验；
3. 熟悉数据库技术，包括MySQL,MongoDB等。
4. 了解一定的后端开发技术（Python）和前后端分离开发模式；",11.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
python开发人员,旺旺集团,12.0,16.0,闵行区,经验不限,大专,10000人以上,企业服务,"Python//Golang//PHP//C#//C++//Django//Flask//Tornado//PyTorch//MySQL//Redis//Oracle//MongoDB//HBase//AI//Ai 岗位职责：
1、参与公司核心业务系统的开发和维护，使用Python语言进行高效、稳定的服务端编程。
2、撰写相关开发文档，按照项目需求完成项目开发。
3、设计、开发与优化微服务架构，熟练运用Python微服务框架（如Flask、FastAPI）以及Docker、Kubernetes等技术进行部署和管理。
4、确保代码高质量输出，保障系统稳定运行。
5、负责系统运维，排查并修复系统异常。
岗位要求：
1、资讯相关科系毕业优佳，1~3年以上开发经验。
2、熟练掌握Python编程语言，具有扎实的编程基础和良好的代码规范。
3、熟悉常见的数据库（如MySQL、MongoDB、Redis）的操作和优化，能够与Python后端进行有效集成。
4、具备数据处理和算法实现的能力，熟悉常见的机器学习和深度学习算法。
5、若有AI项目经验，如ML、DL、模型微调、自然语言处理、图像识别...等相关经验，将优先考虑。
6、熟练使用SVN、GIT或相关代码版本管理工具。
7、具备开发文档撰写能力。
8、能独立完成任务。",14.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
python,山东浪潮数字服务,16.0,20.0,浦东新区,5年以上,大专,100-499人,互联网,"团队管理经验//Django//MySQL//Python 此岗位为外包岗，需要驻场客户现场办公！
岗位职责：
1、使用 Python 编写咪咕视频下载工具，利用requests库发送网络请求获取视频内容，通过pyexecjs库等解析视频播放地址，实现将视频保存到本地的功能，方便用户离线观看。
2、参与咪咕视频智能大数据平台的开发，基于大数据运用自然语言处理、机器学习等算法，挖掘用户兴趣点，构建用户画像。例如，分析用户的视频观看历史、搜索记录、点赞评论等行为数据，为用户提供个性化的视频推荐。
3、负责咪咕视频中视频、直播搜索的相关算法优化工作，如通过 Python 实现rank、query分析、相关性、NLP等功能的优化，利用机器学习提升搜索效率，让用户能够快速准确地找到想要的视频、直播等内容。
4、使用 Python 开发和执行咪咕视频 APP 的测试计划、测试策略以及测试用例。对 APP 的各项功能进行测试，包括但不限于视频播放、搜索、推荐、会员功能等，确保产品质量和高度可用性，及时向开发团队反馈问题并协助解决。
核心技能要求​​：​​Python开发能力​​
3年以上Python开发经验，精通多线程、协程、异步编程（如asyncio）等高级特性
熟练使用主流Web框架（Django/Flask/FastAPI）进行高并发后端开发
熟悉RESTful API设计，了解微服务架构（如gRPC）
​​系统与DevOps​​
熟练使用Linux开发环境，掌握Docker容器化及Kubernetes集群部署
熟悉CI/CD流程（如GitLab CI/Jenkins），具备自动化运维经验
​​工程化能力​​
能独立完成模块设计、性能优化（如数据库索引、缓存策略）
具备规范的代码风格和单元测试（pytest）习惯，擅长技术文档编写
​​加分项（AI/数据方向）​​
​​爬虫经验​​：熟悉Scrapy/Selenium等工具，有反爬虫策略实战经验
​​AI算法基础​​：
了解机器学习/深度学习（如回归、分类、聚类、CNN/Transformer）
有PyTorch/TensorFlow项目经验，熟悉模型训练/评估流程
​​领域经验​​：
参与过NLP（如文本分类）、CV（如目标检测）或数据分析项目
熟悉模型部署（ONNX/TensorRT）或大数据工具（Pandas/NumPy/Spark）
​​备注​​
核心技能为必选项，加分项根据团队需求灵活评估
若候选人同时具备爬虫和AI能力，可优先考虑（如智能爬虫、数据自动化处理场景）",18.0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
python后端开发工程师,学深智能,12.0,16.0,闵行区,1-3年,本科,20-99人,互联网,"Docker//Django//MySQL//Linux开发/部署经验//Python//Flask 【工作职责】
1.负责公司算法API接口封装与项目配套任务管理机制搭建；
2.负责日常业务的可用性与性能提升，开发和维护相关系统；
3.参与项目的业务研发、技术方案设计；
4.参与部门规划的前沿技术的调研和落地。
【任职资格】
1.本科及以上学历，一至三年相关开发经验，计算机相关专业优先；
2.具备扎实的计算机基础知识，熟悉常用的数据结构和算法；
3.精通使用python，熟悉常用python后端Web框架，如flask、Django、FastAPI；
4.熟悉docker等容器化技术，以及kubernetes（bonus）；
5.熟悉使用任务队列如Celery、RQ(Redis Queue)；
6.熟悉消息代理中间件的配置如RabbitMQ、redis；
7.熟悉关系／非关系型数据库的使用如mysql、mongodb、redis，了解基本的设计、优化原则；
8.熟悉git的使用，能够进行团队协作开发；
9.熟悉 Linux 的使用和管理，了解操作系统相关知识；
10.在此基础上有AI相关经验、简单智能体开发经验者优先。",14.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
python后端开发工程师,孚典智能,20.0,30.0,闵行区,3-5年,本科,20-99人,计算机软件,"C++//PyTorch//MySQL//Python 岗位描述：
1、负责项目的服务端开发维护工作；
2、负责数据管道开发和维护工作
3、高效高质量的将机器学习技术成果进行产品的工程化集成；
4、助力企业知识体系建设，优化企业数字化智能化转型。
任职要求：
1、计算机/数学相关专业本科及以上学历；
2、熟悉Linux下的Python开发，对数据结构和设计模式有深刻理解；
3、熟练使用一种以上Django、Flask、FastAPI等框架, 熟练使用numpy、pandas；
4、3年以上系统开发经验， 有k8s实践经验
5、熟悉大数据平台组件, 如Hadoop, Flink, Kafka, Airflow或dolphinScheduler, 作为主要人员参与过数据平台建设或数据治理工作
6、对业务和功能的充分的理解能力，出色的执行力，强烈的责任感，良好沟通能力，以及优秀的学习能力
7、自我要求高，有一定代码的品味，积极主动；
8、有Ray使用经验的是加分项。
此岗位工作地址上海和杭州均可Base
杭州具体地址为：杭州市余杭区仓前街道西溪堂商务中心7幢1101室",25.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
python(外包),悦智人工智能,25.0,35.0,浦东新区,3-5年,本科,1000-9999人,互联网," 1、熟悉或精通Python开发及框架设计；
2、有应用开发经验，尤其是具备Django经验。从数据库设计、应用搭建到复杂问题处理方面有丰富经验，如有从0到1开发经验更佳；
3、有云项目开发经验；
4、能够与业务端良好沟通，做具体的需求分析；
5、工作年限5年及以上，本科及以上学历，对接外企项目，英语可以正常读写。",30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python,华为,13.0,17.0,浦东新区,应届生,本科,10000人以上,计算机软件,Java//C++//PyTorch//MySQL//运维开发经验//接受无前端经验/技能//其他//Python//TensorFlow 参与需求分析，产品设计，功能开发,15.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
python后端开发工程师,上海万申,10.0,15.0,长宁区,3-5年,本科,20-99人,计算机服务,"Scrapy//机器学习经验//Redis//Docker//微服务经验//Django//MySQL//MongoDB//架构设计经验//Oracle//Linux开发/部署经验//Python//Flask 职位描述：
我们正在寻找一名经验丰富的Python后端开发工程师，加入我们快速发展的技术团队。您将参与公司核心产品的设计与开发，推动系统架构优化，解决高并发、高性能场景下的技术挑战，并与跨职能团队协作，打造行业领先的解决方案。
岗位职责：
1. 参与产品需求分析、系统设计及技术方案评审，确保架构的可扩展性和稳定性；
2. 负责后端服务开发与优化，编写高效、可维护的Python代码；
3. 解决复杂技术问题，主导技术攻关，优化系统性能及安全性；
4. 参与代码审查、技术文档编写及团队知识共享；
5. 与前端、测试、运维团队协作，推动项目高效交付。
学历及经验：
1. 计算机、数学等相关专业本科及以上学历；
2. 至少2年Python开发经验。
技术要求：
1. 熟悉web框架（Flask，Django，FastAPI其中1-2个开发框架） ；
2. 掌握scikit-learn、TensorFlow、Pytorch等框架，具备数据预处理、特征工程、模型构建与评估能力；
3. 熟悉并发多线程处理；
4. 熟悉主流数据库SQL编写与SQL优化，了解ORM框架（如SQLAlchemy、Django ORM），了解MongoDB、Redis等NoSQL数据库，能够根据业务需求选择合适的数据存储方案；
5. 了解前端框架，对前后端分离框架有整体的了解 
6. 了解基本的python部署，了解linux系统，了解docker基本命令 
7. 有一定的框架搭建能力，能够分析社区包的一些优缺点 
加分项：
1. 熟悉机器学习、深度学习、大模型相关算法；
2. 了解Agent开发技术，熟悉低代码开发平台；
3. 有金融领域相关开发项目经历。",12.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
python开发工程师,某互联网公司,20.0,40.0,上海,经验不限,本科,20-99人,互联网,"Django//Flask//NoSQL//PostgreSQL//Redis//MongoDB 职责描述：
1、参与公司相关业务系统的开发与维护；
2、参与公司运营平台、运维自动化平台的建设和维护；
3、参与数据平台、因子平台的开发。
任职要求：
1、本科及以上学历，计算机专业优先；
2、熟悉Django、Flask等web开发框架；熟悉基于Python的数据处理框架, 如numpy、scipy和pandas优先；
3、具有一定的Web前端开发能力，熟悉Vue、React、Angular优先；
4、熟悉Mysql、Postgresql、Mongodb或Redis等任一database，熟悉sql；
5、熟悉Linux操作系统下开发、部署和维护工作；
6、有强烈的责任心和团队合作意识，具有较强的抗压能力、具备良好的沟通能力。",30.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Python web开发,彗零信息,11.0,20.0,上海,3-5年,大专,0-20人,计算机软件,"Python//Django//PyTorch//TensorFlow//MySQL//MongoDB 主要负责公司的云平台和内部系统的开发和维护。
要求熟悉python和常用web框架，了解前端知识和常用框架。 
熟悉常见的数据库和和服务器环境配置，能独立完成web系统的前后端开发和部署测试。
有深度学习开发经验者优先。",15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Python,思深宇维信息科技,10.0,15.0,上海,5年以上,大专,20-99人,计算机软件,"汽车//MySQL//接受无前端经验/技能//其他//Python 岗位职责：
（驻场出行--上海浦东金桥）
1、负责运用Python编写自动化测试脚本与工具，接口及可靠性测试；
2、配合开发团队进行前后端联调与集成测试，协助进行Bug定位、原因分析及修复验证；
3、编写并维护测试相关的技术文档，包括测试用例、自动化脚本设计说明及测试报告；
4、参与构建和优化持续集成/持续部署（CI/CD）流水线，实现自动化测试的集成与触发执行；
5、协助完成测试环境的搭建、部署与基础运维工作，确保测试任务的稳定执行。
任职要求：
1、大专及以上学历，计算机、电子工程、车辆工程、通信或相关专业背景；
2、5年以上实际Python开发经验，有良好的编程习惯，能独立编写脚本完成自动化任务；
3、熟悉TCP/IP、HTTP/HTTPS等常用网络协议；熟悉车载网络通信协议（如CAN、LIN、SOME/IP）及相关工具（如CANoe/CANalyzer）者优先考虑；
4、掌握MySQL等数据库的基本操作与SQL编写，能够使用Python（如pymysql）进行数据的查询、处理与分析；
5、对智能汽车技术有浓厚兴趣，有团队协作精神，能适应驻场开发环境，沟通能力良好；
6、具备以下经验之一者优先：
· 有自动化测试工具（如Selenium, Appium）使用经验；
· 有实际车辆测试、台架测试或HIL测试经验。",12.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Python-统本学历,上海泓愿,20.0,25.0,闵行区,3-5年,本科,100-499人,计算机软件,"Hadoop//Kafka//大数据平台//Python Python岗位描述：
1、负责项目的服务端开发维护工作；
2、负责数据管道开发和维护工作
3、高效高质量的将机器学习技术成果进行产品的工程化集成；
4、助力企业知识体系建设，优化企业数字化智能化转型。
任职要求：
1、计算机/数学相关专业本科及以上学历；
2、熟悉Linux下的Python开发，对数据结构和设计模式有深刻理解；
3、熟练使用一种以上Django、Flask、FastAPI等框架, 熟练使用numpy、pandas；
4、3年以上系统开发经验， 有k8s实践经验
5、熟悉大数据平台组件, 如Hadoop, Flink, Kafka, Airflow或dolphinScheduler, 作为主要人员参与过数据平台建设或数据治理工作
6、对业务和功能的充分的理解能力，出色的执行力，强烈的责任感，良好沟通能力，以及优秀的学习能力
7、自我要求高，有一定代码的品味，积极主动；
8、有Ray使用经验的是加分项。",22.5,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Python 开发工程师,上海希声希相科技...,10.0,11.0,静安区,3-5年,本科,20-99人,人工智能,"Python//Django//Flask//PostgreSQL//MySQL 工作地点：上海
职位类型：全职
经验要求：3年以上
岗位职责
负责公司核心产品的前后端开发工作，确保系统的稳定性和高性能
参与系统架构设计，制定技术方案和开发规范
设计和优化数据库结构，编写高效的SQL查询语句
与产品、设计团队紧密合作，快速迭代产品功能
负责代码审查，保证代码质量和开发效率
研究和应用新技术，持续优化现有系统
任职要求
基本要求
本科及以上学历，计算机相关专业优先
3年以上Python开发经验，扎实的编程基础
熟练掌握Python及其主流框架（Django/Flask/FastAPI）
精通前端开发技术（HTML5、CSS3、JavaScript），熟悉React/Vue等现代前端框架
熟练使用PostgreSQL和MySQL数据库，具备数据库设计和优化经验
熟悉RESTful API设计规范，有微服务架构经验
熟悉Linux系统操作和常用命令
具备良好的代码习惯，熟悉Git版本控制
良好的沟通能力和团队协作精神
加分项
有AI/机器学习项目开发经验，熟悉TensorFlow、PyTorch等框架
熟练使用AI编程助手（如GitHub Copilot、Cursor、Claude等）提高开发效率
有大数据处理经验，熟悉Pandas、NumPy等数据处理工具
熟悉Docker容器化技术和Kubernetes
有云平台部署经验（阿里云、AWS、Azure等）
了解DevOps理念，有CI/CD实践经验
有开源项目贡献经验
技术栈
后端：Python、Django/Flask/FastAPI、Celery
前端：HTML5、CSS3、JavaScript、React/Vue、TypeScript
数据库：PostgreSQL、MySQL、Redis、MongoDB
工具：Git、Docker、Jenkins、Nginx
AI相关：TensorFlow/PyTorch、Scikit-learn、LangChain（可选）",10.5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
python开发工程师,豫之源科技,10.0,12.0,浦东新区,1-3年,大专,1000-9999人,互联网金融,"Python 非外包费外包非外包！！！
全栈为主！！！
需要掌握HTML、CSS、JavaScript等，以及Vue、ReactNode等框架、Selenium工具、需要熟悉一门或多门编程语言(如C++/Java)，并了解计算机网络和数据库等知识以及虚拟机的自动化运维。
岗位职责:
1.负责软件产品的研发和维护工作
2.参与软件需求分析和系统设计
3.与团队合作，确保软件质量和项目进度
任职要求：
1.具备扎实的编程能力和良好的代码习惯
2.能够独立解决技术问题，具有良好的分析和解决问题的能力
3.具有团队合作精神，能够与团队成员有效沟通岗位职责：
1、负责后端系统的设计与开发，确保系统的高效、可扩展性和安全性；
2、参与AI模型的集成与优化，提升模型在生产环境中的表现；
3、编写高质量、可维护的代码，并进行代码审查与单元测试；
4、持续优化系统性能，提升系统的稳定性和可靠性。",11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
初级python工程师,深圳易宝软件有限公司,10.0,12.0,浦东新区,1-3年,本科,1000-9999人,计算机软件,"C++//Python//cv//opencv 有Python+opencv背景，C++稍懂点
统招本科学历",11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中级python后端开发工程师,上海鹿影,10.0,15.0,普陀区,3-5年,本科,100-499人,电子商务,"Python//Java//Django//Flask//MySQL//爬虫经验 核心职责
参与 AI 智能体（Agent）系统的核心模块开发，包括任务规划、工具调用、多智能体协作等功能实现；
基于 Python 构建高可用的后端服务与 API 接口，保障系统性能与稳定性；
结合大语言模型（LLM）、知识库、向量数据库等技术，优化智能体的交互能力与决策效率；
与算法、产品团队紧密协作，将业务需求转化为技术方案并落地实现；
持续跟进 AI 领域前沿技术，引入创新方案提升智能体系统的体验与效果。
任职要求
基础要求
本科及以上学历，计算机相关专业，3 年以上 Python 开发经验；
精通 Python 编程语言，熟练掌握异步编程（asyncio）、常用设计模式及性能优化技巧；
熟悉 Flask/FastAPI/Django 等 Web 框架，具备独立搭建后端服务的能力；
熟练使用 MySQL/PostgreSQL、Redis 等数据库 / 缓存技术，有数据建模或性能调优经验；
具备良好的代码规范与工程化思维，熟悉 Git 版本控制、CI/CD 流程。
优先条件（满足其一即可）
有智能体（Agent）相关项目实战经验，例如基于 LangChain/LLaMA Index 开发过自主决策型 AI 应用；
参与过 LLM + 工具调用（Function Call）、多智能体协作系统的设计与落地；
熟悉向量数据库（如 Milvus/Pinecone/Chroma）、RAG 技术栈的实际应用；
曾主导或参与 AI 产品的后端架构设计，能结合业务场景优化智能体的执行逻辑。",12.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Python数据工程师,艾方资产,25.0,30.0,浦东新区,1-3年,本科,20-99人,互联网金融,"Pandas//Numpy//Python//分布式经验//机器学习经验//MySQL//分布式技术//数据结构//SQL 【工作描述】
1.负责或参与公司大数据中台的建设，负责或参与数据系统的架构设计和核心模块开发；
2.负责或参与离线或实时数据仓库的构建；负责或参与数据模型的设计，ETL 实施，ETL 性能优化，ETL 数据监控以及相关技术问题的解决，优化数据质量和监控能力；
3.基于高性能时序数据库，参与公司算力集群的部署与开发、计算性能调优，确保整个数据平台的承载能力和运算效率；
4.负责或参与优化数据系统，为策略团队和交易团队大规模数据应用提供技术支持；
【职位要求】
1.本科及以上学历，计算机或相关专业，3年以上Python开发经验，熟悉Python性能调优；
2.熟悉分布式、微服务、高性能Web服务的开发，有一定的系统架构设计能力者优先；
3.至少熟悉Python主流框架Django/Flask/Pandas/Numpy中的一种；
4.熟练掌握MySQL数据库，熟悉数据库建模，具备深厚的SQL功底，并有着丰富的数据库设计经验，了解MongoDB/Redis等NoSQL的数据库，熟悉不同类型数据库的底层运行原理和优缺点；
5. 熟悉Linux操作系统，掌握TCP/IP、网络、多线程、多进程、协程编程、异步编程模型；
6.具备良好的沟通能力、较强的抗压能力，积极向上，认真负责。",27.5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
python开发,数增科技,6.0,10.0,浦东新区,1-3年,本科,20-99人,咨询,"Python//Django//Flask//Pandas//MySQL//Redis//PostgreSQL//团队管理经验//微服务经验//架构设计经验 岗位职责:
1.能独立负责系统的设计、开发。
2.规范文档的编写、维护，以及其它与项目相关工作。
3.能独立完成需求调研、分析、设计、实现。
岗位要求:
1.本科及以上学历，计算机、软件、网络等相关专业优先考虑。
2.3年以上Python开发经验、精通Python编程，熟悉Python常用设计模式。
3.熟悉基于Django、Tornado、Flask 框架的应用开发;有Flask 框架应用开发经验的优先。
4.能较好使用JavaScript，Bootstrap，HTML，CSS等WEB开发技术。
5.熟悉面向对象的设计和开发过程。
6.可接受出差",8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
